20;57;83;48;26;77;43
76;47;54;41;56;20;33
57;30;15;63;66;83;51
29;30;58;62;28;18;15
56;52;82;78;86;86;80
87;85;99;14;77;33;29
10;83;55;98;55;49;31
36;13;74;53;64;35;88
16;83;43;23;66;35;28
22;88;27;79;90;90;20
100;88;41;89;99;91;81
92;79;100;80;60;29;60
98;24;59;56;57;81;80
34;100;92;82;70;91;52
59;68;80;58;24;63;13
66;51;34;54;30;71;61
20;59;93;77;68;52;70
48;40;22;74;81;96;91
10;46;60;19;59;56;11
69;66;98;42;38;61;100
22;15;61;87;93;88;68
32;15;67;92;14;94;57
74;64;35;87;22;46;47
36;83;69;39;99;61;69
12;90;95;71;64;24;69
65;11;10;11;100;45;69
51;45;35;16;33;56;48
79;38;27;89;95;40;37
85;77;33;77;92;65;90
86;54;91;15;70;24;86
64;38;16;40;68;92;71
80;100;44;61;17;14;54
85;92;51;52;32;100;77
75;44;97;56;97;72;39
47;73;81;65;67;78;49
15;19;19;25;54;84;53
90;55;39;26;47;41;21
78;96;92;92;22;95;19
95;79;85;90;84;86;53
85;78;35;98;68;75;84
77;84;21;30;20;99;33
45;74;11;75;49;13;21
37;86;37;50;64;48;17
62;21;26;22;49;26;90
17;48;32;42;32;55;75
97;35;39;51;62;12;20
55;75;60;62;72;63;45
47;70;98;98;18;47;43
19;66;46;75;61;82;53
86;43;45;76;66;88;56
79;91;83;33;78;93;100
51;17;52;58;82;19;16
87;73;78;77;42;81;67
12;44;62;55;38;63;98
98;88;83;58;49;60;98
13;29;15;13;71;50;60
22;87;73;12;91;31;35
60;14;40;75;51;67;29
87;16;22;11;94;67;75
55;13;48;100;39;76;24
20;44;92;86;38;46;31
48;52;12;25;49;53;78
84;93;43;62;96;12;91
79;35;62;17;29;43;72
58;26;61;43;28;42;68
33;50;67;42;91;70;62
21;86;77;17;78;99;59
15;54;14;53;56;71;34
43;18;51;19;70;81;95
43;49;68;77;20;85;25
62;67;25;66;25;82;99
61;42;80;100;44;25;31
47;47;69;64;48;19;42
72;93;29;16;29;92;46
33;77;82;16;75;99;86
100;43;18;52;28;76;67
26;13;54;35;53;29;81
90;67;41;33;11;11;61
15;35;24;75;41;13;67
69;75;73;78;78;81;47
84;25;86;43;68;90;84
10;12;74;53;23;48;51
74;42;52;78;28;73;76
78;37;86;35;79;27;81
95;87;43;45;41;17;35
52;68;74;82;22;63;98
95;40;91;54;46;35;83
97;18;10;64;83;83;61
48;45;12;24;70;20;73
12;47;54;24;60;39;56
98;98;85;83;95;75;75
89;76;29;34;82;82;73
64;19;16;70;88;26;37
18;53;94;84;81;74;21
46;58;11;14;34;66;15
69;43;58;47;74;34;39
24;14;50;90;50;72;16
85;75;13;73;27;17;80
87;89;78;29;22;32;36
68;43;19;96;76;62;66
88;44;37;92;55;67;41
67;42;97;21;33;96;64
53;98;54;90;78;66;49
15;88;25;51;48;99;24
66;82;58;10;86;40;51
73;31;91;47;70;73;79
60;44;20;91;82;80;81
75;40;88;64;86;60;24
15;40;20;43;76;48;57
32;71;84;72;94;60;84
57;97;25;49;22;49;28
63;57;14;46;99;96;66
64;38;42;94;94;50;31
86;86;11;13;86;46;38
71;29;51;15;38;25;61
77;79;10;64;87;23;74
24;11;36;43;75;30;72
29;59;12;17;39;42;69
78;61;25;83;50;39;38
57;50;29;40;18;43;95
34;54;66;58;34;82;47
66;32;33;97;69;46;64
15;40;72;11;27;67;78
11;52;38;15;83;83;78
32;23;23;34;40;65;67
28;10;87;90;17;18;50
41;94;17;59;51;88;72
82;45;36;67;48;75;69
64;61;44;13;41;29;40
17;64;26;36;45;14;20
53;88;52;94;52;24;67
30;88;41;80;65;94;70
31;94;60;30;74;83;75
20;78;73;19;57;88;70
70;12;17;67;32;85;43
55;88;17;74;42;95;58
87;97;26;54;98;39;51
55;81;25;16;12;78;25
13;94;23;96;42;89;55
23;37;78;67;100;84;12
62;35;82;87;96;36;97
10;97;14;24;72;100;27
33;84;79;17;97;43;48
95;27;51;91;100;23;17
49;67;80;24;99;13;46
43;39;96;85;16;97;49
22;13;20;10;93;99;28
33;14;59;42;70;40;77
46;93;27;63;82;46;60
57;60;64;78;25;86;41
64;79;72;15;29;17;56
32;36;32;12;56;17;76
43;56;24;53;54;19;97
86;59;21;64;44;64;100
96;28;87;69;42;30;86
42;24;20;17;26;42;94
61;38;71;41;17;75;97
27;31;45;48;32;57;42
45;32;39;81;64;79;62
58;39;75;51;97;13;91
70;62;73;38;33;92;44
40;16;86;73;89;79;81
89;85;13;100;82;91;39
34;19;22;65;21;49;40
78;82;40;68;79;70;70
75;21;84;53;29;80;68
24;85;30;64;58;45;24
64;40;70;46;66;35;20
22;75;76;94;64;97;27
55;63;90;13;40;20;96
15;44;45;81;67;64;35
17;56;86;12;31;15;47
46;24;10;63;59;68;13
42;33;47;54;95;44;89
27;78;42;74;73;65;77
30;11;99;74;81;91;86
11;67;81;69;93;63;40
20;38;53;44;25;19;41
50;95;30;45;33;83;20
15;63;73;38;60;20;79
22;63;85;84;96;44;43
89;31;91;84;89;76;11
54;15;43;39;70;89;55
99;84;30;89;41;48;98
61;74;40;21;85;73;13
16;23;60;67;16;53;63
38;64;86;19;61;26;94
87;37;36;97;60;99;29
21;53;63;23;21;38;97
73;30;90;90;94;68;93
72;17;52;21;37;46;35
11;38;47;55;54;84;65
24;29;11;62;67;71;95
16;56;100;49;17;40;66
51;90;43;57;44;68;50
89;65;25;48;60;64;11
48;29;55;42;92;14;56
17;16;19;27;30;41;60
100;68;97;45;80;26;88
79;65;64;25;66;77;23
58;47;12;60;63;66;76
54;77;34;96;79;91;80
65;25;21;66;56;74;34
49;80;93;46;99;45;55
82;95;20;36;27;66;51
57;42;38;73;74;54;52
34;46;99;25;42;27;25
79;77;79;96;49;56;46
15;15;67;99;75;99;17
99;12;39;96;53;50;35
20;72;55;70;88;66;53
43;76;52;10;26;11;66
22;52;13;94;75;25;97
56;92;20;94;54;37;43
98;78;56;51;71;31;93
13;58;84;93;29;46;18
21;88;90;11;49;74;48
89;47;31;31;15;19;68
68;36;17;18;66;28;92
80;85;75;72;54;29;62
21;92;44;51;72;92;10
65;45;89;50;53;76;61
11;22;42;33;46;100;80
56;67;24;86;81;44;83
79;86;82;40;16;33;92
61;98;47;73;31;84;71
72;67;62;58;59;70;83
26;44;42;21;94;32;26
79;99;83;17;81;57;63
94;78;73;72;35;29;82
75;10;100;50;45;73;27
60;47;33;20;56;44;94
43;68;26;27;94;92;48
41;54;24;26;28;70;47
99;97;73;93;25;71;30
48;99;13;59;77;58;90
17;10;38;18;70;66;98
83;37;29;35;43;35;24
43;70;78;21;94;96;92
60;11;37;44;55;76;53
72;96;96;41;31;37;95
10;57;40;23;25;10;44
45;46;43;20;53;84;77
67;60;45;16;29;10;26
49;86;37;41;90;86;69
45;17;51;45;96;92;96
29;28;55;90;48;50;50
51;22;12;27;94;64;98
90;14;74;92;40;68;26
70;73;52;94;60;65;65
24;91;80;36;90;59;90
16;39;17;33;93;54;82
43;24;24;43;11;42;96
45;77;98;54;33;73;68
52;32;22;47;44;66;27
34;85;21;26;58;22;43
41;90;85;87;19;77;14
90;86;82;77;38;49;60
65;91;85;90;28;56;39
65;41;44;45;33;67;64
82;65;97;42;70;87;34
11;87;11;70;77;29;42
99;36;63;42;52;26;91
48;20;30;78;55;84;99
19;36;86;75;82;64;91
84;92;96;66;18;53;32
48;43;40;58;43;53;36
79;91;75;83;95;66;88
28;75;77;19;49;37;12
73;48;10;65;77;80;13
33;71;14;85;34;73;94
46;35;94;14;14;33;19
40;89;74;67;63;39;100
41;86;81;55;53;26;30
77;63;80;23;89;58;33
98;74;81;90;50;20;42
95;31;45;80;50;97;69
23;72;30;90;27;84;49
94;65;96;95;59;79;48
74;88;21;43;53;48;61
54;21;62;38;90;80;84
37;21;56;16;32;23;35
31;49;45;81;11;47;97
35;76;96;22;10;88;26
37;35;26;63;55;27;95
41;57;87;61;62;58;73
27;39;33;66;22;28;46
95;81;25;83;24;50;48
74;35;93;35;38;52;33
98;93;91;27;91;72;100
34;20;81;46;51;85;24
78;87;16;21;50;24;75
54;25;21;22;66;35;63
29;94;19;11;17;60;15
12;100;92;40;10;84;96
41;11;22;81;76;99;78
99;77;47;86;97;82;24
38;56;73;88;94;43;28
58;71;50;87;87;83;94
17;68;62;67;51;96;78
37;72;28;53;99;55;41
48;59;31;44;97;98;61
17;63;69;45;24;95;15
94;52;29;97;33;47;11
81;34;58;85;96;50;43
32;36;67;22;23;46;88
76;36;39;11;16;27;28
17;69;49;17;48;53;23
81;25;60;59;16;64;42
13;90;87;91;89;44;20
76;79;73;53;91;92;45
60;41;37;48;19;50;91
29;92;33;32;82;38;32
88;26;80;72;90;91;17
62;76;26;14;61;24;46
47;73;64;17;77;56;59
70;36;33;57;25;45;36
81;84;98;17;32;17;38
58;90;53;19;71;72;55
22;41;88;52;12;29;90
45;88;11;86;31;49;31
63;79;49;32;32;57;32
47;88;65;24;94;81;34
12;92;92;62;44;27;38
88;27;79;53;45;22;84
72;17;73;10;98;28;57
53;47;91;90;89;84;74
24;41;12;52;89;38;49
68;61;58;51;27;33;35
100;70;40;18;18;97;88
92;60;60;65;98;99;68
88;23;38;56;55;65;94
14;77;84;47;34;31;14
90;15;98;73;11;15;47
93;98;31;56;50;47;19
15;36;79;32;92;57;86
10;58;69;88;70;77;67
72;31;34;28;61;51;52
11;85;12;68;87;46;22
15;41;48;59;38;77;16
14;38;71;72;69;52;15
17;53;96;27;67;16;50
16;65;44;98;73;47;25
55;41;21;56;41;90;85
87;33;15;95;35;13;95
16;28;54;76;29;72;43
67;71;92;84;75;26;38
19;64;22;37;72;95;45
67;60;39;28;12;79;100
38;83;52;39;57;76;45
69;93;51;22;10;10;13
19;53;32;83;79;12;21
50;51;53;90;62;64;56
55;23;85;20;54;40;81
36;11;96;35;49;92;11
56;62;12;73;28;95;27
75;15;35;25;48;40;42
44;69;49;45;74;20;97
100;61;98;86;76;83;28
55;85;95;75;43;11;56
72;60;46;28;63;52;22
21;37;92;33;42;10;90
41;78;14;77;61;87;72
48;34;52;56;41;96;99
15;84;71;97;80;11;47
81;79;99;57;45;92;71
22;75;56;66;95;33;87
56;74;61;64;81;37;96
22;35;50;91;78;55;10
10;75;19;88;14;20;59
59;16;81;68;69;62;65
38;98;53;29;39;26;93
46;89;55;81;31;17;92
92;50;69;48;17;37;17
14;77;95;43;61;13;99
13;58;85;55;18;81;57
57;30;73;74;100;18;45
21;71;39;64;40;17;20
96;56;58;18;42;92;56
99;12;24;100;70;29;40
69;46;21;46;74;74;94
10;42;56;53;70;90;81
78;66;83;42;71;69;34
25;82;15;42;42;35;23
29;41;15;41;67;96;85
87;60;81;34;43;95;88
56;20;89;49;67;71;86
20;79;85;99;20;64;13
67;45;32;18;63;81;43
56;58;11;61;34;98;98
63;73;59;44;71;95;68
86;68;23;34;40;48;73
78;45;88;60;21;12;19
10;32;83;24;38;13;37
41;35;19;90;53;47;52
14;23;83;46;10;79;80
43;50;83;11;66;94;70
24;57;75;29;74;45;99
92;67;54;31;50;81;76
62;73;43;46;15;64;45
48;55;19;100;68;51;68
37;89;87;82;98;16;54
76;59;10;47;83;12;24
89;74;19;65;49;90;28
49;56;88;77;95;30;47
41;32;50;21;42;76;22
79;46;75;79;78;13;14
92;53;13;33;24;82;37
56;11;63;37;74;56;91
64;25;20;51;23;94;91
53;80;72;99;41;75;35
50;59;37;79;88;24;77
14;37;17;44;34;67;37
61;86;66;56;72;19;19
32;34;58;15;20;92;24
31;11;33;94;28;88;44
67;28;14;94;35;94;17
99;47;84;60;16;37;28
38;41;48;35;100;65;30
40;68;69;75;88;73;59
68;87;94;26;34;96;86
34;22;71;58;15;61;76
65;91;65;90;40;66;15
79;61;96;13;82;27;10
69;38;65;74;11;76;79
35;39;56;66;34;54;90
20;33;83;89;55;69;79
89;12;57;19;34;85;81
21;40;100;30;69;25;84
67;26;28;94;38;74;60
31;27;83;89;76;86;19
30;26;17;74;77;12;74
92;83;26;83;52;38;72
74;80;40;18;25;69;53
49;63;59;42;59;29;88
10;20;12;95;56;95;88
81;26;61;29;79;55;76
47;21;41;44;76;39;20
56;60;11;24;61;73;67
14;32;77;91;32;71;75
47;22;100;73;22;100;81
16;33;84;86;64;26;43
45;27;76;35;53;89;53
39;69;40;64;91;11;84
34;40;31;46;71;73;81
14;56;98;33;99;69;99
18;27;37;71;52;57;28
99;25;86;86;66;46;24
46;26;94;61;74;73;16
45;50;52;10;100;12;10
97;50;82;75;46;27;23
63;86;68;66;15;67;88
73;31;16;22;67;83;99
81;68;78;40;75;73;29
94;61;24;18;12;62;81
37;66;22;60;90;81;47
20;95;71;100;76;86;100
18;10;21;38;88;85;88
55;97;99;69;10;81;42
74;46;73;96;79;28;71
73;49;21;10;56;64;74
49;86;53;97;15;24;92
41;51;32;12;93;85;44
27;11;22;28;63;36;68
93;44;15;99;54;98;49
25;14;88;24;93;20;45
10;56;49;40;66;24;63
28;44;68;81;19;58;48
93;90;74;82;74;12;21
44;99;93;38;17;12;70
66;71;76;64;42;36;77
50;76;18;96;15;19;38
29;75;100;23;50;54;43
34;22;71;50;64;27;16
75;80;18;65;51;17;45
27;72;28;99;73;81;33
83;21;75;84;70;96;33
65;44;36;72;19;38;66
20;75;27;89;67;39;78
57;92;42;19;99;67;40
91;10;94;25;22;71;71
92;27;46;89;30;75;80
43;64;52;98;66;44;50
33;86;37;24;51;96;76
56;13;59;98;26;57;53
24;65;59;90;70;69;75
68;61;63;49;30;66;17
33;71;63;84;62;77;85
33;52;63;40;36;65;94
62;86;17;56;89;61;88
37;17;16;10;10;45;82
61;33;93;68;14;62;57
37;65;65;86;91;85;66
90;18;32;41;50;91;35
82;35;92;80;88;81;61
67;59;66;65;36;35;45
61;35;25;41;40;36;45
33;75;10;88;98;24;97
80;62;69;100;68;81;70
45;55;14;87;17;89;45
77;17;33;85;91;85;45
54;73;68;84;61;75;31
62;44;12;59;77;72;21
24;26;96;48;55;76;88
86;75;48;57;78;43;50
16;54;76;96;50;89;46
35;13;43;55;96;34;50
11;69;51;45;99;60;22
68;43;49;51;100;36;74
80;14;64;88;42;65;37
46;65;69;11;82;73;20
34;66;80;13;18;91;62
66;72;31;80;52;81;16
68;78;26;51;21;79;30
67;47;98;58;84;18;87
18;84;10;36;25;34;29
27;85;96;45;33;48;34
48;20;44;66;67;93;31
29;61;83;88;70;85;68
97;12;72;34;43;43;22
71;93;97;65;76;18;65
50;83;74;97;32;11;29
47;50;99;36;74;25;97
71;53;75;13;88;36;100
92;59;74;35;74;43;36
56;34;39;69;46;92;83
37;63;42;97;90;34;82
47;29;79;51;20;42;25
26;15;65;79;52;75;88
100;76;32;80;50;92;90
86;29;13;74;95;35;23
17;68;45;57;26;72;20
70;73;30;94;43;63;35
28;46;16;62;61;20;36
100;85;61;53;51;56;99
44;41;54;30;61;27;26
66;71;35;35;24;68;35
91;58;19;78;96;72;76
23;30;25;89;37;48;72
53;75;70;69;27;67;26
68;43;69;64;16;81;18
33;39;90;83;54;87;27
44;18;59;69;45;88;15
31;26;93;74;25;88;67
34;82;35;33;39;83;50
51;70;27;87;35;21;70
19;65;28;44;83;21;65
66;97;10;69;85;66;74
53;69;83;72;42;14;17
87;78;68;21;43;98;21
53;95;19;13;69;48;67
10;19;96;39;24;84;25
54;76;38;95;36;32;57
28;100;11;21;20;28;31
74;15;75;34;40;36;66
73;13;54;13;86;71;46
78;23;23;86;21;84;46
45;52;25;43;85;62;52
56;82;51;47;58;25;19
11;99;75;75;74;17;44
67;71;87;81;36;41;70
23;91;28;54;68;72;37
30;40;98;91;35;98;100
71;36;88;24;55;70;100
57;81;35;18;11;14;61
90;22;41;85;97;88;30
18;50;15;85;56;80;32
59;19;89;42;65;76;37
24;17;82;68;99;36;24
68;89;99;87;23;10;72
49;81;23;72;34;90;61
60;90;88;35;84;26;40
87;20;62;50;77;14;94
67;92;91;11;58;78;33
93;73;35;33;45;100;66
65;14;65;64;73;36;15
51;84;18;77;75;47;17
29;69;82;14;76;88;74
33;19;23;47;22;31;32
58;12;34;16;62;80;16
48;11;66;48;79;21;84
35;92;24;88;77;73;74
75;64;39;46;34;64;51
44;58;57;84;77;10;81
50;100;18;36;15;31;52
55;73;17;47;18;40;79
89;11;15;48;32;38;100
14;54;23;14;86;78;88
67;97;61;34;52;90;63
94;78;62;58;35;12;25
19;94;30;66;22;85;78
67;79;84;79;90;47;60
72;47;80;90;56;74;97
39;50;41;15;89;32;62
81;11;35;32;45;13;72
35;38;40;51;59;13;93
17;65;42;20;31;86;91
86;60;28;59;10;13;21
21;30;65;22;66;48;51
94;49;95;34;19;19;24
32;27;63;27;92;37;11
69;39;86;12;20;14;14
84;43;95;77;19;91;60
86;58;32;55;48;84;47
40;71;20;59;34;43;58
94;61;90;86;59;34;100
64;90;60;23;72;97;10
96;28;71;22;43;45;84
88;36;82;83;39;66;35
76;40;88;57;46;73;27
45;47;65;24;60;74;18
38;72;82;83;26;46;60
88;24;78;97;23;30;29
42;21;22;42;31;47;46
39;60;65;98;50;59;86
95;52;13;58;98;57;26
85;49;11;31;52;96;14
22;57;34;29;57;68;63
15;86;31;21;18;16;80
89;42;27;50;16;62;76
23;98;12;23;79;56;79
50;87;34;37;89;18;96
13;51;71;32;72;91;39
58;11;61;93;44;97;41
50;12;16;88;52;60;51
41;95;84;14;61;66;26
50;45;78;18;54;45;84
67;76;25;64;26;66;40
14;91;60;41;64;85;78
19;65;47;97;47;68;83
28;41;26;58;82;60;81
30;30;15;59;37;29;83
53;34;93;31;72;37;54
100;86;75;43;70;67;37
87;85;57;85;23;66;96
66;71;61;36;77;39;61
34;83;78;67;88;67;51
62;78;81;77;98;10;69
92;11;17;70;19;88;94
78;100;98;20;42;41;32
34;79;82;54;63;73;78
71;36;86;52;34;43;99
52;32;88;42;35;42;21
28;76;81;62;91;26;40
87;55;49;31;86;65;89
72;38;30;44;25;97;23
85;60;35;57;21;33;82
79;75;73;31;50;83;98
51;32;26;12;54;72;24
58;23;21;38;21;27;19
87;57;10;72;97;15;52
54;50;100;27;46;91;41
100;85;93;17;31;41;20
85;43;35;74;51;56;100
28;80;73;69;49;65;72
55;10;65;46;45;91;33
59;45;30;80;99;11;95
34;21;31;74;27;37;35
30;94;77;49;11;17;39
86;50;70;42;85;24;97
10;91;36;29;71;50;13
20;86;21;45;34;22;40
56;69;47;30;87;74;39
35;82;94;14;29;92;22
38;61;100;20;89;35;22
38;44;17;86;86;75;98
77;20;39;59;58;63;26
99;87;40;81;39;18;11
18;66;67;21;38;23;85
22;74;34;77;79;83;94
63;79;18;15;70;15;91
96;32;61;17;53;42;55
14;66;41;42;83;16;49
22;43;35;15;14;26;77
41;22;49;62;39;11;23
85;82;59;73;27;81;62
61;79;15;66;88;37;37
24;95;34;30;85;44;100
30;66;71;11;15;28;19
29;78;40;20;36;77;96
55;54;64;12;76;13;50
11;80;13;18;89;58;53
61;81;97;78;28;22;74
98;46;58;41;81;89;53
26;98;78;94;94;35;23
51;67;20;38;100;11;51
55;10;91;49;96;69;27
29;12;43;81;52;31;40
35;26;20;25;58;60;61
82;84;98;29;10;66;97
27;13;85;12;15;63;76
42;92;73;81;63;84;36
77;79;52;62;54;20;41
68;46;51;29;99;19;78
88;98;89;28;93;70;42
60;79;23;61;32;80;86
31;49;34;65;55;10;78
84;22;49;77;27;14;19
56;42;53;40;16;76;51
15;33;69;60;72;40;83
83;14;12;32;84;33;99
92;69;73;27;63;96;51
73;88;29;99;12;42;71
23;46;29;30;58;12;37
32;75;88;77;92;18;44
62;87;59;44;99;51;67
53;76;31;81;86;33;82
13;94;17;32;49;97;41
38;25;78;48;54;22;41
14;53;20;48;50;50;34
33;51;34;96;35;81;95
77;67;98;15;88;63;38
49;20;63;72;43;25;64
96;52;84;54;35;73;25
12;11;72;38;18;69;35
38;18;100;84;86;53;91
52;79;44;24;56;46;18
54;68;74;39;30;24;60
59;83;89;37;49;75;75
65;66;91;51;84;38;77
54;58;66;35;40;19;38
71;13;88;79;49;24;91
11;49;98;95;76;26;27
80;41;39;35;17;91;50
68;100;19;56;56;78;86
38;43;92;23;30;52;28
64;87;42;67;12;28;95
86;59;23;88;100;39;69
66;46;50;28;31;25;67
15;54;33;99;25;66;61
100;70;85;97;75;28;39
64;88;60;48;87;37;91
94;88;83;19;64;68;32
29;33;41;51;68;42;81
26;86;98;22;10;26;89
34;39;18;45;74;97;64
92;94;28;60;74;43;76
36;25;22;14;28;56;79
61;77;35;75;27;22;78
71;12;59;65;25;13;46
52;65;25;66;68;60;73
45;60;22;61;59;80;58
57;30;75;36;41;89;94
26;58;90;48;72;13;50
73;15;28;94;39;41;19
60;33;51;51;81;57;57
84;41;16;85;50;86;64
68;26;97;61;84;22;48
23;48;30;47;58;83;71
64;74;80;44;26;92;65
78;93;46;82;86;66;45
20;75;55;32;72;28;29
37;99;71;29;49;49;17
47;27;87;95;84;82;44
74;72;64;13;31;54;51
15;15;66;97;94;95;72
86;46;38;36;42;90;71
49;26;19;79;84;81;73
81;39;10;93;56;100;95
51;77;72;20;16;26;17
39;36;22;23;40;97;75
98;39;24;30;22;30;79
14;66;49;46;99;98;26
68;64;91;13;97;94;37
34;68;93;29;94;81;82
65;30;35;64;100;19;20
39;33;29;61;24;22;13
38;86;75;48;81;48;30
59;62;83;12;62;57;34
93;84;39;68;96;14;56
75;65;97;36;37;19;44
82;96;20;79;25;10;94
31;25;62;47;67;75;79
13;38;80;65;61;11;14
61;93;19;63;40;55;62
93;69;63;35;19;71;96
35;12;93;64;48;98;72
90;92;25;20;46;23;35
55;30;48;87;83;14;98
12;67;45;100;94;19;66
18;52;88;14;26;30;54
82;56;23;27;45;90;64
69;55;96;62;55;98;55
50;97;31;81;89;82;61
27;15;60;88;35;66;34
44;61;48;12;30;93;83
58;87;24;67;45;82;23
80;29;40;81;77;85;19
28;29;72;23;90;92;85
89;13;77;88;96;27;35
37;23;23;12;16;23;66
13;43;51;41;96;96;23
58;50;52;91;65;46;40
42;65;17;88;57;13;48
33;18;16;27;30;18;71
33;39;46;42;34;68;81
66;69;84;68;26;49;33
31;75;57;81;66;30;37
18;64;70;95;11;38;17
90;83;81;83;87;51;22
37;55;62;92;30;94;94
20;35;25;10;18;100;26
53;71;46;74;67;89;57
16;71;61;89;17;54;64
91;94;84;90;14;60;14
87;29;92;66;82;98;35
44;17;91;75;90;43;39
15;49;76;66;34;69;44
48;50;72;66;47;61;98
70;88;77;12;98;57;23
59;60;10;54;18;46;83
79;68;11;55;10;24;78
69;57;43;89;95;16;16
53;51;54;80;81;78;29
87;13;22;51;99;87;63
34;86;11;10;23;82;36
70;83;70;40;34;67;33
86;72;39;61;36;55;63
60;80;25;75;81;20;94
56;89;67;65;64;21;26
25;94;75;86;31;84;52
93;71;18;48;70;58;43
68;55;94;80;34;93;35
81;56;82;27;84;12;36
80;34;75;59;24;94;31
22;65;58;76;24;61;18
21;91;28;38;51;43;16
98;44;100;13;34;54;42
77;37;95;44;18;46;22
62;65;83;58;23;65;31
70;36;47;75;89;80;72
31;20;75;82;32;95;65
97;93;93;41;57;71;64
42;89;91;44;54;58;41
34;22;84;23;43;21;72
54;58;20;85;45;22;60
54;51;76;21;56;20;62
11;94;72;64;66;61;32
92;41;49;78;93;83;29
70;29;34;91;72;55;99
43;37;36;21;39;39;82
62;31;31;96;60;93;36
41;36;85;100;14;64;64
11;58;44;39;48;99;57
36;19;21;99;36;66;87
62;46;52;12;55;93;80
48;80;62;74;37;87;51
18;95;74;42;71;20;26
67;45;62;95;56;65;37
43;38;94;94;94;74;82
19;69;26;22;94;78;85
55;60;89;55;76;76;60
31;19;97;18;21;15;77
87;37;67;42;78;55;72
68;19;64;23;100;41;51
87;91;88;30;56;48;16
28;60;75;59;32;28;50
37;93;34;28;75;55;88
14;91;88;67;98;55;48
41;100;54;10;43;77;20
95;64;31;67;87;69;12
93;65;13;17;75;85;53
51;81;47;95;66;37;50
47;54;94;72;50;95;86
56;49;10;28;14;75;83
62;93;26;45;21;49;18
27;78;100;53;94;95;40
11;61;27;93;59;82;89
77;51;67;76;10;63;89
49;100;82;43;41;98;81
96;76;33;30;47;13;47
25;15;35;89;55;21;92
19;49;56;55;89;33;36
46;55;55;69;35;84;38
63;65;62;52;91;59;23
94;80;89;44;92;72;31
24;40;40;41;54;20;54
49;89;36;95;76;88;84
38;18;99;88;85;98;92
39;42;97;70;71;55;13
24;98;29;67;33;60;44
93;66;32;25;10;16;89
40;85;19;55;94;84;10
78;87;84;27;25;59;32
21;27;44;11;99;29;78
88;73;54;76;74;53;22
35;41;51;51;44;86;36
52;25;38;50;47;35;55
74;46;98;50;65;76;62
14;22;81;57;95;87;63
17;61;14;16;39;57;55
38;48;56;55;16;46;65
40;26;19;47;17;61;19
56;52;28;83;78;32;14
23;80;31;20;45;19;74
34;68;96;57;100;55;65
38;51;55;15;82;52;19
36;35;95;52;68;29;79
40;34;26;32;21;20;71
94;46;99;12;89;13;73
78;18;11;54;84;30;36
78;83;91;76;75;94;69
84;37;15;92;83;69;18
83;98;27;62;43;45;73
27;54;95;100;34;68;39
77;77;85;41;66;72;25
85;25;84;18;78;99;20
93;12;63;71;90;63;46
