37;35;26;63;55;27;95;55
41;57;87;61;62;58;73;62
27;39;33;66;22;28;46;22
95;81;25;83;24;50;48;24
74;35;93;35;38;52;33;38
98;93;91;27;91;72;100;91
34;20;81;46;51;85;24;51
78;87;16;21;50;24;75;50
54;25;21;22;66;35;63;66
29;94;19;11;17;60;15;17
12;100;92;40;10;84;96;10
41;11;22;81;76;99;78;76
99;77;47;86;97;82;24;97
38;56;73;88;94;43;28;94
58;71;50;87;87;83;94;87
17;68;62;67;51;96;78;51
37;72;28;53;99;55;41;99
48;59;31;44;97;98;61;97
17;63;69;45;24;95;15;24
94;52;29;97;33;47;11;33
81;34;58;85;96;50;43;96
32;36;67;22;23;46;88;23
76;36;39;11;16;27;28;16
17;69;49;17;48;53;23;48
81;25;60;59;16;64;42;16
13;90;87;91;89;44;20;89
76;79;73;53;91;92;45;91
60;41;37;48;19;50;91;19
29;92;33;32;82;38;32;82
88;26;80;72;90;91;17;90
62;76;26;14;61;24;46;61
47;73;64;17;77;56;59;77
70;36;33;57;25;45;36;25
81;84;98;17;32;17;38;32
58;90;53;19;71;72;55;71
22;41;88;52;12;29;90;12
45;88;11;86;31;49;31;31
63;79;49;32;32;57;32;32
47;88;65;24;94;81;34;94
12;92;92;62;44;27;38;44
88;27;79;53;45;22;84;45
72;17;73;10;98;28;57;98
53;47;91;90;89;84;74;89
24;41;12;52;89;38;49;89
68;61;58;51;27;33;35;27
100;70;40;18;18;97;88;18
92;60;60;65;98;99;68;98
88;23;38;56;55;65;94;55
14;77;84;47;34;31;14;34
90;15;98;73;11;15;47;11
93;98;31;56;50;47;19;50
15;36;79;32;92;57;86;92
10;58;69;88;70;77;67;70
72;31;34;28;61;51;52;61
11;85;12;68;87;46;22;87
15;41;48;59;38;77;16;38
14;38;71;72;69;52;15;69
17;53;96;27;67;16;50;67
16;65;44;98;73;47;25;73
55;41;21;56;41;90;85;41
87;33;15;95;35;13;95;35
16;28;54;76;29;72;43;29
67;71;92;84;75;26;38;75
19;64;22;37;72;95;45;72
67;60;39;28;12;79;100;12
38;83;52;39;57;76;45;57
69;93;51;22;10;10;13;10
19;53;32;83;79;12;21;79
50;51;53;90;62;64;56;62
55;23;85;20;54;40;81;54
36;11;96;35;49;92;11;49
56;62;12;73;28;95;27;28
75;15;35;25;48;40;42;48
44;69;49;45;74;20;97;74
100;61;98;86;76;83;28;76
55;85;95;75;43;11;56;43
72;60;46;28;63;52;22;63
21;37;92;33;42;10;90;42
41;78;14;77;61;87;72;61
48;34;52;56;41;96;99;41
15;84;71;97;80;11;47;80
81;79;99;57;45;92;71;45
22;75;56;66;95;33;87;95
56;74;61;64;81;37;96;81
22;35;50;91;78;55;10;78
10;75;19;88;14;20;59;14
59;16;81;68;69;62;65;69
38;98;53;29;39;26;93;39
46;89;55;81;31;17;92;31
92;50;69;48;17;37;17;17
14;77;95;43;61;13;99;61
13;58;85;55;18;81;57;18
57;30;73;74;100;18;45;100
21;71;39;64;40;17;20;40
96;56;58;18;42;92;56;42
99;12;24;100;70;29;40;70
69;46;21;46;74;74;94;74
10;42;56;53;70;90;81;70
78;66;83;42;71;69;34;71
25;82;15;42;42;35;23;42
29;41;15;41;67;96;85;67
87;60;81;34;43;95;88;43
56;20;89;49;67;71;86;67
20;79;85;99;20;64;13;20
67;45;32;18;63;81;43;63
56;58;11;61;34;98;98;34
63;73;59;44;71;95;68;71
86;68;23;34;40;48;73;40
78;45;88;60;21;12;19;21
10;32;83;24;38;13;37;38
41;35;19;90;53;47;52;53
14;23;83;46;10;79;80;10
43;50;83;11;66;94;70;66
24;57;75;29;74;45;99;74
92;67;54;31;50;81;76;50
62;73;43;46;15;64;45;15
48;55;19;100;68;51;68;68
37;89;87;82;98;16;54;98
76;59;10;47;83;12;24;83
89;74;19;65;49;90;28;49
49;56;88;77;95;30;47;95
41;32;50;21;42;76;22;42
79;46;75;79;78;13;14;78
92;53;13;33;24;82;37;24
56;11;63;37;74;56;91;74
64;25;20;51;23;94;91;23
53;80;72;99;41;75;35;41
50;59;37;79;88;24;77;88
14;37;17;44;34;67;37;34
61;86;66;56;72;19;19;72
32;34;58;15;20;92;24;20
31;11;33;94;28;88;44;28
67;28;14;94;35;94;17;35
99;47;84;60;16;37;28;16
38;41;48;35;100;65;30;100
40;68;69;75;88;73;59;88
68;87;94;26;34;96;86;34
34;22;71;58;15;61;76;15
65;91;65;90;40;66;15;40
79;61;96;13;82;27;10;82
69;38;65;74;11;76;79;11
35;39;56;66;34;54;90;34
20;33;83;89;55;69;79;55
89;12;57;19;34;85;81;34
21;40;100;30;69;25;84;69
67;26;28;94;38;74;60;38
31;27;83;89;76;86;19;76
30;26;17;74;77;12;74;77
92;83;26;83;52;38;72;52
74;80;40;18;25;69;53;25
49;63;59;42;59;29;88;59
10;20;12;95;56;95;88;56
81;26;61;29;79;55;76;79
47;21;41;44;76;39;20;76
56;60;11;24;61;73;67;61
14;32;77;91;32;71;75;32
47;22;100;73;22;100;81;22
16;33;84;86;64;26;43;64
45;27;76;35;53;89;53;53
39;69;40;64;91;11;84;91
34;40;31;46;71;73;81;71
14;56;98;33;99;69;99;99
18;27;37;71;52;57;28;52
99;25;86;86;66;46;24;66
46;26;94;61;74;73;16;74
45;50;52;10;100;12;10;100
97;50;82;75;46;27;23;46
63;86;68;66;15;67;88;15
73;31;16;22;67;83;99;67
81;68;78;40;75;73;29;75
94;61;24;18;12;62;81;12
37;66;22;60;90;81;47;90
20;95;71;100;76;86;100;76
18;10;21;38;88;85;88;88
55;97;99;69;10;81;42;10
74;46;73;96;79;28;71;79
73;49;21;10;56;64;74;56
49;86;53;97;15;24;92;15
41;51;32;12;93;85;44;93
27;11;22;28;63;36;68;63
93;44;15;99;54;98;49;54
25;14;88;24;93;20;45;93
10;56;49;40;66;24;63;66
28;44;68;81;19;58;48;19
93;90;74;82;74;12;21;74
44;99;93;38;17;12;70;17
66;71;76;64;42;36;77;42
50;76;18;96;15;19;38;15
29;75;100;23;50;54;43;50
34;22;71;50;64;27;16;64
75;80;18;65;51;17;45;51
27;72;28;99;73;81;33;73
83;21;75;84;70;96;33;70
65;44;36;72;19;38;66;19
20;75;27;89;67;39;78;67
57;92;42;19;99;67;40;99
91;10;94;25;22;71;71;22
92;27;46;89;30;75;80;30
43;64;52;98;66;44;50;66
33;86;37;24;51;96;76;51
56;13;59;98;26;57;53;26
24;65;59;90;70;69;75;70
68;61;63;49;30;66;17;30
33;71;63;84;62;77;85;62
33;52;63;40;36;65;94;36
62;86;17;56;89;61;88;89
37;17;16;10;10;45;82;10
61;33;93;68;14;62;57;14
37;65;65;86;91;85;66;91
90;18;32;41;50;91;35;50
82;35;92;80;88;81;61;88
67;59;66;65;36;35;45;36
61;35;25;41;40;36;45;40
33;75;10;88;98;24;97;98
80;62;69;100;68;81;70;68
45;55;14;87;17;89;45;17
77;17;33;85;91;85;45;91
54;73;68;84;61;75;31;61
62;44;12;59;77;72;21;77
24;26;96;48;55;76;88;55
86;75;48;57;78;43;50;78
16;54;76;96;50;89;46;50
35;13;43;55;96;34;50;96
11;69;51;45;99;60;22;99
68;43;49;51;100;36;74;100
80;14;64;88;42;65;37;42
46;65;69;11;82;73;20;82
34;66;80;13;18;91;62;18
66;72;31;80;52;81;16;52
68;78;26;51;21;79;30;21
67;47;98;58;84;18;87;84
18;84;10;36;25;34;29;25
27;85;96;45;33;48;34;33
48;20;44;66;67;93;31;67
29;61;83;88;70;85;68;70
97;12;72;34;43;43;22;43
71;93;97;65;76;18;65;76
50;83;74;97;32;11;29;32
47;50;99;36;74;25;97;74
71;53;75;13;88;36;100;88
92;59;74;35;74;43;36;74
56;34;39;69;46;92;83;46
37;63;42;97;90;34;82;90
47;29;79;51;20;42;25;20
26;15;65;79;52;75;88;52
100;76;32;80;50;92;90;50
86;29;13;74;95;35;23;95
17;68;45;57;26;72;20;26
70;73;30;94;43;63;35;43
28;46;16;62;61;20;36;61
100;85;61;53;51;56;99;51
44;41;54;30;61;27;26;61
66;71;35;35;24;68;35;24
91;58;19;78;96;72;76;96
23;30;25;89;37;48;72;37
53;75;70;69;27;67;26;27
68;43;69;64;16;81;18;16
33;39;90;83;54;87;27;54
44;18;59;69;45;88;15;45
31;26;93;74;25;88;67;25
34;82;35;33;39;83;50;39
51;70;27;87;35;21;70;35
19;65;28;44;83;21;65;83
66;97;10;69;85;66;74;85
53;69;83;72;42;14;17;42
87;78;68;21;43;98;21;43
53;95;19;13;69;48;67;69
10;19;96;39;24;84;25;24
54;76;38;95;36;32;57;36
28;100;11;21;20;28;31;20
74;15;75;34;40;36;66;40
73;13;54;13;86;71;46;86
78;23;23;86;21;84;46;21
45;52;25;43;85;62;52;85
56;82;51;47;58;25;19;58
11;99;75;75;74;17;44;74
67;71;87;81;36;41;70;36
23;91;28;54;68;72;37;68
30;40;98;91;35;98;100;35
71;36;88;24;55;70;100;55
57;81;35;18;11;14;61;11
90;22;41;85;97;88;30;97
18;50;15;85;56;80;32;56
59;19;89;42;65;76;37;65
24;17;82;68;99;36;24;99
68;89;99;87;23;10;72;23
49;81;23;72;34;90;61;34
60;90;88;35;84;26;40;84
87;20;62;50;77;14;94;77
67;92;91;11;58;78;33;58
93;73;35;33;45;100;66;45
65;14;65;64;73;36;15;73
51;84;18;77;75;47;17;75
29;69;82;14;76;88;74;76
33;19;23;47;22;31;32;22
58;12;34;16;62;80;16;62
48;11;66;48;79;21;84;79
35;92;24;88;77;73;74;77
75;64;39;46;34;64;51;34
44;58;57;84;77;10;81;77
50;100;18;36;15;31;52;15
55;73;17;47;18;40;79;18
89;11;15;48;32;38;100;32
14;54;23;14;86;78;88;86
67;97;61;34;52;90;63;52
94;78;62;58;35;12;25;35
19;94;30;66;22;85;78;22
67;79;84;79;90;47;60;90
72;47;80;90;56;74;97;56
39;50;41;15;89;32;62;89
81;11;35;32;45;13;72;45
35;38;40;51;59;13;93;59
17;65;42;20;31;86;91;31
86;60;28;59;10;13;21;10
21;30;65;22;66;48;51;66
94;49;95;34;19;19;24;19
32;27;63;27;92;37;11;92
69;39;86;12;20;14;14;20
84;43;95;77;19;91;60;19
86;58;32;55;48;84;47;48
40;71;20;59;34;43;58;34
94;61;90;86;59;34;100;59
64;90;60;23;72;97;10;72
96;28;71;22;43;45;84;43
88;36;82;83;39;66;35;39
76;40;88;57;46;73;27;46
45;47;65;24;60;74;18;60
38;72;82;83;26;46;60;26
88;24;78;97;23;30;29;23
42;21;22;42;31;47;46;31
39;60;65;98;50;59;86;50
95;52;13;58;98;57;26;98
85;49;11;31;52;96;14;52
22;57;34;29;57;68;63;57
15;86;31;21;18;16;80;18
89;42;27;50;16;62;76;16
23;98;12;23;79;56;79;79
50;87;34;37;89;18;96;89
13;51;71;32;72;91;39;72
58;11;61;93;44;97;41;44
50;12;16;88;52;60;51;52
41;95;84;14;61;66;26;61
50;45;78;18;54;45;84;54
67;76;25;64;26;66;40;26
14;91;60;41;64;85;78;64
19;65;47;97;47;68;83;47
28;41;26;58;82;60;81;82
30;30;15;59;37;29;83;37
53;34;93;31;72;37;54;72
100;86;75;43;70;67;37;70
87;85;57;85;23;66;96;23
66;71;61;36;77;39;61;77
34;83;78;67;88;67;51;88
62;78;81;77;98;10;69;98
92;11;17;70;19;88;94;19
78;100;98;20;42;41;32;42
34;79;82;54;63;73;78;63
71;36;86;52;34;43;99;34
52;32;88;42;35;42;21;35
28;76;81;62;91;26;40;91
87;55;49;31;86;65;89;86
72;38;30;44;25;97;23;25
85;60;35;57;21;33;82;21
79;75;73;31;50;83;98;50
51;32;26;12;54;72;24;54
58;23;21;38;21;27;19;21
87;57;10;72;97;15;52;97
54;50;100;27;46;91;41;46
100;85;93;17;31;41;20;31
85;43;35;74;51;56;100;51
28;80;73;69;49;65;72;49
55;10;65;46;45;91;33;45
59;45;30;80;99;11;95;99
34;21;31;74;27;37;35;27
30;94;77;49;11;17;39;11
86;50;70;42;85;24;97;85
10;91;36;29;71;50;13;71
20;86;21;45;34;22;40;34
56;69;47;30;87;74;39;87
35;82;94;14;29;92;22;29
38;61;100;20;89;35;22;89
38;44;17;86;86;75;98;86
77;20;39;59;58;63;26;58
99;87;40;81;39;18;11;39
18;66;67;21;38;23;85;38
22;74;34;77;79;83;94;79
63;79;18;15;70;15;91;70
96;32;61;17;53;42;55;53
14;66;41;42;83;16;49;83
22;43;35;15;14;26;77;14
41;22;49;62;39;11;23;39
85;82;59;73;27;81;62;27
61;79;15;66;88;37;37;88
24;95;34;30;85;44;100;85
30;66;71;11;15;28;19;15
29;78;40;20;36;77;96;36
55;54;64;12;76;13;50;76
11;80;13;18;89;58;53;89
61;81;97;78;28;22;74;28
98;46;58;41;81;89;53;81
26;98;78;94;94;35;23;94
51;67;20;38;100;11;51;100
55;10;91;49;96;69;27;96
29;12;43;81;52;31;40;52
35;26;20;25;58;60;61;58
82;84;98;29;10;66;97;10
27;13;85;12;15;63;76;15
42;92;73;81;63;84;36;63
77;79;52;62;54;20;41;54
68;46;51;29;99;19;78;99
88;98;89;28;93;70;42;93
60;79;23;61;32;80;86;32
31;49;34;65;55;10;78;55
84;22;49;77;27;14;19;27
56;42;53;40;16;76;51;16
15;33;69;60;72;40;83;72
83;14;12;32;84;33;99;84
92;69;73;27;63;96;51;63
73;88;29;99;12;42;71;12
23;46;29;30;58;12;37;58
32;75;88;77;92;18;44;92
62;87;59;44;99;51;67;99
53;76;31;81;86;33;82;86
13;94;17;32;49;97;41;49
38;25;78;48;54;22;41;54
14;53;20;48;50;50;34;50
33;51;34;96;35;81;95;35
77;67;98;15;88;63;38;88
49;20;63;72;43;25;64;43
96;52;84;54;35;73;25;35
12;11;72;38;18;69;35;18
38;18;100;84;86;53;91;86
52;79;44;24;56;46;18;56
54;68;74;39;30;24;60;30
59;83;89;37;49;75;75;49
65;66;91;51;84;38;77;84
54;58;66;35;40;19;38;40
71;13;88;79;49;24;91;49
11;49;98;95;76;26;27;76
80;41;39;35;17;91;50;17
68;100;19;56;56;78;86;56
38;43;92;23;30;52;28;30
64;87;42;67;12;28;95;12
86;59;23;88;100;39;69;100
66;46;50;28;31;25;67;31
15;54;33;99;25;66;61;25
100;70;85;97;75;28;39;75
64;88;60;48;87;37;91;87
94;88;83;19;64;68;32;64
29;33;41;51;68;42;81;68
26;86;98;22;10;26;89;10
34;39;18;45;74;97;64;74
92;94;28;60;74;43;76;74
36;25;22;14;28;56;79;28
61;77;35;75;27;22;78;27
71;12;59;65;25;13;46;25
52;65;25;66;68;60;73;68
45;60;22;61;59;80;58;59
57;30;75;36;41;89;94;41
26;58;90;48;72;13;50;72
73;15;28;94;39;41;19;39
60;33;51;51;81;57;57;81
84;41;16;85;50;86;64;50
68;26;97;61;84;22;48;84
23;48;30;47;58;83;71;58
64;74;80;44;26;92;65;26
78;93;46;82;86;66;45;86
20;75;55;32;72;28;29;72
37;99;71;29;49;49;17;49
47;27;87;95;84;82;44;84
74;72;64;13;31;54;51;31
15;15;66;97;94;95;72;94
86;46;38;36;42;90;71;42
49;26;19;79;84;81;73;84
81;39;10;93;56;100;95;56
51;77;72;20;16;26;17;16
39;36;22;23;40;97;75;40
98;39;24;30;22;30;79;22
14;66;49;46;99;98;26;99
68;64;91;13;97;94;37;97
34;68;93;29;94;81;82;94
65;30;35;64;100;19;20;100
39;33;29;61;24;22;13;24
38;86;75;48;81;48;30;81
59;62;83;12;62;57;34;62
93;84;39;68;96;14;56;96
75;65;97;36;37;19;44;37
82;96;20;79;25;10;94;25
31;25;62;47;67;75;79;67
13;38;80;65;61;11;14;61
61;93;19;63;40;55;62;40
93;69;63;35;19;71;96;19
35;12;93;64;48;98;72;48
90;92;25;20;46;23;35;46
55;30;48;87;83;14;98;83
12;67;45;100;94;19;66;94
18;52;88;14;26;30;54;26
82;56;23;27;45;90;64;45
69;55;96;62;55;98;55;55
